Fecha|Valor
2016-02-10 00:00:00|147.50000000001012
2016-02-11 00:00:00|137.50000000001012
2016-02-12 00:00:00|127.81250000000615
2016-02-13 00:00:00|121.62500000000536
2016-02-14 00:00:00|117.50000000000405
2016-02-15 00:00:00|114.31249999999487
2016-02-16 00:00:00|117.49999999999855
2016-02-17 00:00:00|119.99999999999567
2016-02-18 00:00:00|124.68749999999964
2016-02-19 00:00:00|125.0
2016-02-20 00:00:00|124.68750000000398
2016-02-21 00:00:00|120.31250000000036
2016-02-22 00:00:00|120.0
2016-02-23 00:00:00|120.0
2016-02-24 00:00:00|121.49999999999827
2016-02-25 00:00:00|126.18749999999993
2016-02-26 00:00:00|128.1249999999935
2016-02-27 00:00:00|137.49999999999275
2016-02-28 00:00:00|146.3124999999963
2016-02-29 00:00:00|152.68749999999298
2016-03-01 00:00:00|162.49999999999275
2016-03-02 00:00:00|171.8750000000007
2016-03-03 00:00:00|167.50000000000725
2016-03-04 00:00:00|164.99999999999855
2016-03-05 00:00:00|162.50000000000725
2016-03-06 00:00:00|154.1250000000039
2016-03-07 00:00:00|149.00000000000375
